23,8,新葡苑粵式料理,02-2758-1889,台北市信義區松壽路9號6樓,121.566757,25.03661919,http://www.shinpuyuan-group.com/ch/shinpu/newsDetail.aspx?No=189&Day=2014%E5%B9%B49%E6%9C%8815%E6%97%A5%20%E4%B8%8B%E5%8D%88%2006:45,pic23.png,com23.txt
24,8,糖朝港式飲茶,02-8771-5894,台北市大安區忠孝東路四段197號2樓,121.55163,25.04171181,http://www.sweetdynasty.com/home/index2,pic24.png,com24.txt
25,8,京星港式飲茶,02-2777-1717,台北市忠孝東路4段166號2F,121.550568,25.04129219,http://www.citystar.com.tw/,pic25.png,com25.txt
26,3,EATING TIME,02 2351 3663,106台北市大安區永康街18號,121.5272123,25.03107643,https://www.facebook.com/EATINGTIME/,pic26.png,com26.txt
27,3,Bravo Burger發福廚房,02 8771 9787,106台北市大安區市民大道四段72號,121.5423439,25.05280495,https://www.facebook.com/bravoburger.tw,pic27.png,com27.txt
28,3,AWESOME BURGER,02 2764 2906,110台北市信義區基隆路一段190巷11號,121.4801953,25.05775261,https://www.facebook.com/AWESOME-BURGER-%E6%BE%B3%E6%A3%AE%E6%BC%A2%E5%A0%A1-134183399987046/,pic28.png,com28.txt
29,3,Burger & Co,02 2784 0182,106台北市大安區通安街49號,121.4801953,25.05775261,http://burgerandcotaipei.com/,pic29.png,com29.txt
30,8,Trio,02 2703 8706,106台北市大安區敦化南路二段63巷54弄12號,121.4813826,25.03053284,https://www.facebook.com/williamsworks,pic30.png,com30.txt
31,8,A Train Leads The Way To Jazz,02 2721 2322,台北市中山區八德路二段233號2樓,121.5384453,25.04686356,https://www.facebook.com/JerryWuChengHen,pic31.png,com31.txt
32,8,後院，Larriere-cour,02 2704 7818,106台北市大安區安和路二段23巷4號,121.5525338,25.03219986,https://www.facebook.com/Larrierecour/,pic32.png,com32.txt
33,8,建國啤酒廠,02 2771 9131,104台北市中山區八德路二段85號,121.5364158,25.04664993,http://event.ttl-eshop.com.tw/tp/,pic33.png,com33.txt
34,8,Q9 LOUNGE BAR,0930 068 507,106台北市大安區忠孝東路四段223巷49弄1號,121.5505413,25.04298401,http://www.q9loungebar.com/,pic34.png,com34.txt
35,1,富霸王豬腳,02 2507 1918,104台北市中山區南京東路二段115巷20號,121.533287,25.05652809,https://www.facebook.com/pages/%E5%AF%8C%E9%9C%B8%E7%8E%8B%E8%B1%AC%E8%85%B3/430443326978999?fref=ts,pic35.png,com35.txt
36,1,石碇許家手工麵線,0932 129 041,223新北市石碇區烏塗村四分子3號,121.6452827,25.0098662,http://sdnoodle.pixnet.net/blog,pic36.png,com36.txt
37,1,金峰滷肉飯,02 2396 0808,100台北市中正區羅斯福路一段10號,121.5163356,25.03205299,https://www.facebook.com/pages/%E9%87%91%E5%B3%B0%E6%BB%B7%E8%82%89%E9%A3%AF/526294797471281?fref=ts,pic37.png,com37.txt
38,1,先進海產店,02-2578-4397,台北市延吉街23巷5號,121.5516162,25.04638481,https://www.facebook.com/pages/%E5%85%88%E9%80%B2%E6%B5%B7%E7%94%A2/186190514755580,pic38.png,com38.txt
39,1,阜杭豆漿,912345678,100台北市中正區忠孝東路一段108號、2F,121.522,25.0442009,https://www.facebook.com/pages/%E8%8F%AF%E5%B1%B1%E5%B8%82%E5%A0%B4-%E9%98%9C%E6%9D%AD%E8%B1%86%E6%BC%BF/154088941341874,pic39.png,com39.txt
40,1,鄭記豬腳飯,987654321,100台北市中正區延平南路22號,121.5108918,25.04688263,https://www.facebook.com/%E9%84%AD%E8%A8%98%E8%B1%AC%E8%85%B3%E8%82%89%E9%A3%AF-112127185534224/,pic40.png,com40.txt
41,1,兄弟蚵仔麵線,02 2367 1335,100台北市中正區汀州路三段235號,121.5326815,25.01539421,https://www.facebook.com/pages/%E5%85%AC%E9%A4%A8%E5%85%84%E5%BC%9F%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A/329731603738207?fref=ts,pic41.png,com41.txt
42,1,王記府城肉粽,02 2775 4032,105台北市松山區八德路二段374號,121.5147175,25.02624893,https://www.facebook.com/pages/%E7%8E%8B%E8%A8%98%E5%BA%9C%E5%9F%8E%E8%82%89%E7%B2%BD/188303407861655?fref=ts,pic42.png,com42.txt
43,2,鷹流東京  油拉【蘭丸ranmaru】,900999000,105台北市松山區延吉街2號,121.5337574,25.04806137,https://www.facebook.com/%E9%B7%B9%E6%B5%81%E6%9D%B1%E4%BA%AC%E9%86%A4%E6%B2%B9%E6%8B%89%E9%BA%BA%E8%98%AD%E4%B8%B8ranmaru%E5%BB%B6%E5%90%89%E8%A1%97%E5%BA%97-257221581146412/info/?tab=page_info,pic43.png,com43.txt
44,2,金子半之助,+81 3-3243-0707,號、臺北車站、No. 3北平西路中正區、台北市100,121.5176479,25.04341698,http://kaneko-hannosuke.com/shopinfo/,pic44.png,com44.txt
45,9,添好運,02-2729-3378,台北市信義區忠孝東路五段8號B2,121.565605,25.040552,http://www.timhowan.com.tw/,pic45.png,com45.txt
