1,4,Omaya春川炒鴨,229882892,新北市三重區正義北路87號,121.497188,25.06513786,https://www.facebook.com/Omaya%E6%98%A5%E5%B7%9D%E7%82%92%E9%9B%9E-%E4%B8%89%E9%87%8D%E6%AD%A3%E7%BE%A9%E5%BA%97-743490889116985/,pic01.png,com01.txt
2,4,娘子韓食,225788838,台北市大安區大安路一段19巷20號,121.547123,25.04439354,https://www.facebook.com/anae8888/,pic02.png,com02.txt
3,4,Mini K小韓坊,02-2758-0073,台北市信義區松壽路22號3F,121.4801953,25.03567505,https://www.facebook.com/mini.k.taiwan/,pic03.png,com03.txt
4,4,涓豆腐,02-2781-1119,台北市敦化南路1段233巷9號,121.567907,25.04048347,http://www.dubuhouse.com.tw/,pic04.png,com04.txt
5,5,義饗食堂,277355077,台北市大安區羅斯福路四段83號2樓,121.536197,25.01340485,http://www.justsleep.com.tw/NTU/zh/restaurant,pic05.png,com05.txt
6,5,洋朵義式廚坊,223316268,台北市重慶南路一段75號,121.513313,25.04418373,http://www.yentlpasta.com.tw/menu_cream.html,pic06.png,com06.txt
7,5,瑪莎拉義式精緻料理餐廳Marsala,227110213,台北市光復南路346巷48號,121.556077,25.03851128,http://www.yufublog.com/2013/09/blogger-food-Marsala.html,pic07.png,com07.txt
8,5,FOREST森林義式餐廳,227711007,台北市忠孝東路四段216巷11弄6號1樓,121.55323,25.0407486,http://theforest.com.tw/#about,pic08.png,com08.txt
9,5,螺絲瑪莉(Rose Mary),225219822,台北市中山區南京西路12巷13弄9號,121.521913,25.05171585,http://rosemary.com.tw/reservation.html,pic09.png,com09.txt
10,6,貳樓,223610861,台北市中正區北平西路3號,121.51706,25.04775047,http://www.secondfloorcafe.com/,pic10.png,com10.txt
11,6,光點紅氣球,225625612,台北市中山北路二段十八號,121.522161,25.05327988,http://www.spot.org.tw/introduction/le_ballon_rouge.html,pic11.png,com11.txt
12,6,好初早餐,222532087,台北市板橋區文化路2段125巷70號,121.469982,25.02787209,https://www.facebook.com/hoochuu/,pic12.png,com12.txt
13,6,Hana cafe,227317085,臺北市大安區延吉街160巷11號,121.554225,25.03932953,https://www.facebook.com/Hana.cafe.tea.zakka/,pic13.png,com13.txt
14,6,Rilakkuma Cafe 拉拉熊咖啡廳,227730303,忠孝東路四段248巷3號,121.55425,25.04076576,https://www.facebook.com/Rilakkuma-Caf%C3%A9-%E6%8B%89%E6%8B%89%E7%86%8A%E5%92%96%E5%95%A1%E5%BB%B3-1616150091961471/,pic14.png,com14.txt
15,6,黑鳥先生mr. black bird,227752787,忠孝東路四段181巷35弄8號,121.551266,25.04388809,https://www.facebook.com/mr.blackbird.cafe,pic15.png,com15.txt
16,9,金沙塔雲泰料理,02-8771-5199,台北市忠孝東路四段216巷40弄4號,121.552789,25.0392952,http://sweetiecynstudio.pixnet.net/blog/post/265200743-%5B%E5%8F%B0%E5%8C%97%E6%9D%B1%E5%8D%80%5D-%E9%87%91%E6%B2%99%E5%A1%94%E9%9B%B2%E6%B3%B0%E6%96%99%E7%90%86,pic16.png,com16.txt
17,9,Lacuz,02-2271-2033,台北市敦化南路1段236巷29號,121.546375,25.04069328,http://www.lacuz.com/,pic17.png,com17.txt
18,9,晶湯匙泰式主題餐廳,02-2552-6835,台北市承德路1段1號4樓(京站),121.517194,25.04930878,http://www.crystalspoon-thai.com/,pic18.png,com18.txt
19,9,小湯匙越式料理,02-2552-6227,台北市承德路1段1號4樓(京站),121.517194,25.04930878,http://www.crystalspoon-thai.com/index.php?action=location-detail&cid=10&id=18,pic19.png,com19.txt
20,9,印度皇宮,02-2763-9661,台北市忠孝東路4段599巷24號1F,121.544573,25.04169655,https://www.facebook.com/indianpalace2013,pic20.png,com20.txt
21,9,磐石坊正宗印尼料理,02-27325048,台北市大安區樂利路15號1樓,121.55128,25.02806664,http://satehouse.eatingout.com.tw/,pic21.png,com21.txt
22,8,潮品集,02-2772-2687,台北市忠孝東路四段172號,121.550981,25.04130173,http://www.sanwant.com/Traditional/restaurant2_2_article.php,pic22.png,com22.txt
